6411	114	3610	26
3026	69	2698	223
5328	114	1167	86
4641	214	1752	357
4055	114	3150	259
5810	61	6054	254
5819	218	5754	318
6782	151	7007	160
5812	141	5166	150
3772	125	4032	29
5399	102	1630	322
3937	69	7087	97
6463	151	4846	99
1168	80	4713	72
2679	218	5522	123
6954	203	3824	113
1981	218	4962	21
25	69	5473	100
2132	199	5932	286
5328	218	4809	48
5901	114	52	193
728	69	4432	211
3372	151	4182	320
3940	168	6235	97
5892	146	2679	173
4697	158	6597	137
3238	69	2415	9
776	218	5594	232
5430	1	5906	45
6984	114	3066	345
352	199	1168	285
4757	2	2916	219
4713	56	1168	26
1519	69	1752	239
4713	26	1168	104
6190	57	6636	344
2664	92	1231	156
376	71	2352	337
5897	141	6554	322
3120	185	4713	141
6844	69	1088	97
1168	114	6259	209
6060	40	3543	134
4713	56	3223	49
5745	69	926	361
4809	56	5754	355
2014	204	5745	133
3349	114	1559	351
2663	69	6793	71
5832	158	4713	129
1764	145	4757	220
901	114	3896	321
5812	199	5166	153
1638	69	3577	35
2932	199	4713	302
2679	35	6478	286
2889	53	1050	254
4186	69	5136	44
3148	56	4895	329
5978	199	1829	69
5819	199	4809	97
6381	61	3383	332
4700	56	4898	98
4713	209	352	191
376	69	4962	296
5978	114	4962	314
4809	56	5754	284
4852	141	623	19
2665	224	5166	324
890	125	4962	354
5958	114	3068	204
5328	150	4962	197
817	114	4029	57
4219	114	2759	121
1453	171	4962	112
4962	216	2621	42
4963	195	3205	130
1663	114	6422	143
2296	114	5002	84
6954	175	2142	226
6290	69	749	265
757	63	5988	220
684	69	750	76
1503	95	6554	282
4764	147	3832	293
2679	69	2663	287
4177	218	389	309
3477	35	3793	287
2221	114	2474	286
430	61	2618	333
2916	114	1764	264
2198	69	4700	295
5954	125	2253	314
5812	150	5166	146
1638	114	4962	68
5753	158	43	90
5521	136	6554	238
3304	114	6375	143
4919	114	2931	286
6782	206	6954	312
513	114	5745	135
6595	99	961	317
4963	114	4275	335
3402	17	6885	266
6757	114	1168	222
4419	141	5769	96
4713	56	1168	229
3339	162	4949	21
3314	71	4956	35
405	141	382	267
5554	150	5669	152
5754	146	5819	152
3162	114	4023	58
5753	141	43	213
6554	56	1503	205
6970	61	1586	85
5360	35	6301	273
5328	35	3818	23
5745	151	5892	53
3883	56	355	135
5166	162	5812	329
4786	56	2940	54
5952	69	4558	188
6295	37	4809	181
3767	78	2198	344
926	125	5754	63
1631	1	3793	241
5897	175	6554	148
3013	114	5403	137
33	146	3821	309
6312	71	2548	352
2618	35	2024	244
4100	69	5328	351
2679	114	376	252
3767	147	5328	240
6365	35	978	322
6356	99	1802	168
5812	56	5166	193
1752	114	2587	242
2710	114	6782	213
2663	35	1477	27
1980	40	5745	259
2734	3	539	100
2858	114	1503	153
2679	151	926	209
6224	35	4757	245
5737	99	208	303
5745	171	6561	72
2256	203	2415	86
1752	69	409	215
3775	71	5892	342
3225	141	208	148
1477	69	2679	335
3577	151	3981	271
6678	146	5054	215
4109	56	5203	327
1185	114	3271	210
2922	114	1126	36
789	69	749	54
2679	69	2663	82
684	218	2198	242
3968	171	4764	308
4177	69	6705	320
3767	8	6635	171
4785	69	4035	195
4641	69	4107	23
3058	35	2198	138
5450	171	5594	219
1453	146	3821	349
2216	141	6190	271
1799	114	5980	252
2663	69	3556	297
3793	116	1908	299
4474	47	2856	158
4795	64	5745	46
79	71	917	343
6190	61	5892	275
2738	147	5005	251
5328	69	6782	60
5460	100	926	86
2141	69	3729	235
3877	87	6295	229
270	1	2633	352
1638	69	2068	216
4898	56	4700	149
3518	69	2033	301
5745	1	5819	180
5488	1	6256	79
5256	114	3619	165
3648	35	332	279
5812	199	5166	284
3807	125	1638	191
3021	146	5872	119
968	12	1876	336
821	61	4890	31
5745	102	749	357
2078	162	3850	9
1638	114	4962	271
5262	114	4962	63
6885	37	3402	58
4962	102	5892	138
3905	56	4713	315
5328	35	5005	49
5745	69	926	299
3877	199	6295	166
6311	35	1420	356
1722	114	4133	66
2631	114	6885	218
2198	151	1586	307
1731	61	5737	98
757	17	4764	12
4581	114	1387	183
3793	2	1908	182
3120	99	4713	54
1705	56	6190	101
3577	102	6782	0
5973	69	7070	212
569	114	80	217
2998	171	79	89
4962	40	1453	183
469	114	5745	288
1752	69	5328	195
5745	195	4764	191
926	218	5754	257
3821	199	5469	183
5569	56	6007	107
1752	69	4911	313
270	36	5328	114
632	142	5057	309
3344	2	4613	159
3068	141	434	237
5724	218	4554	102
5745	35	4809	50
5169	114	257	314
3530	69	1908	18
5812	99	5166	133
1168	114	6501	217
2341	199	6749	55
5753	141	43	200
6381	61	1453	51
2663	8	2679	176
4700	40	4225	258
756	56	3186	73
3929	151	1168	75
4713	214	1368	240
5754	125	926	89
6699	56	3793	120
3850	141	5395	138
4963	35	87	307
3934	56	3793	362
2499	114	5892	12
2618	61	4893	14
6885	141	6529	271
3633	142	3543	135
4606	35	593	259
694	114	1673	44
6089	125	2768	21
4035	40	5902	50
4541	56	821	182
749	146	1573	19
4035	35	1632	39
1632	171	3656	321
3883	136	2840	114
5610	195	4962	278
1752	69	5328	69
5745	214	6878	189
2044	218	4700	139
1867	69	6782	202
1844	151	2289	252
6509	124	4137	154
4193	138	6628	20
5754	3	2935	295
2916	69	1764	240
2679	114	3751	189
1330	199	6076	165
5954	114	4708	284
588	69	6782	138
821	208	757	339
2679	218	4809	145
4809	147	5745	101
2829	16	7108	253
2858	28	6554	299
4641	114	3614	192
4036	114	6949	216
153	16	1764	232
33	69	4606	282
4757	69	4701	113
5328	72	3968	54
2212	114	3078	286
5328	147	3767	66
2198	102	4962	61
4890	64	4764	25
5414	146	5599	344
4035	102	1211	237
968	69	6445	290
6381	94	1453	351
777	69	749	291
5847	114	5065	128
1574	218	1453	351
2998	69	3977	110
5204	69	2844	44
2337	151	5099	101
1870	199	4325	36
1638	69	3807	131
5745	69	632	125
5328	218	632	114
5892	141	4697	125
2365	114	4023	176
5897	3	1962	314
1458	69	5714	113
1051	1	3793	72
2686	151	6929	61
2083	69	4035	261
2198	102	5745	118
6561	146	1958	318
5469	218	3821	196
3107	102	5529	327
4713	116	1168	167
5553	56	3472	330
1638	69	3807	259
3026	40	2679	220
3545	175	988	178
2663	114	724	259
926	218	5745	148
917	69	79	191
2858	165	711	243
4073	124	5265	93
819	56	6037	352
4962	151	2710	220
867	114	4764	64
5754	162	4809	194
2365	172	4713	79
6365	69	544	194
2208	1	978	259
6954	99	5835	302
3821	69	2857	318
2216	1	6190	185
2972	114	5522	167
777	114	1231	91
5861	114	5450	226
3433	56	4439	292
5328	8	5005	170
4148	218	5450	41
3577	218	6561	221
6002	99	2228	349
2365	114	1168	103
6554	199	1503	327
2663	69	2679	34
2275	69	749	42
3062	199	1908	134
3767	114	3128	65
5897	16	6554	41
1752	125	5025	238
4740	206	2198	110
2198	1	6635	5
3577	69	2663	71
5676	61	3596	241
4029	56	1168	299
5237	69	3164	334
6292	114	3619	256
3767	150	5569	53
3727	199	4556	99
1231	69	2134	244
3120	99	300	147
5745	50	209	271
5754	127	4809	114
430	162	3793	165
3787	114	1503	75
6108	56	3776	345
25	114	5892	317
7070	35	589	316
3610	56	4713	180
4697	138	5892	226
4898	146	4035	250
5754	16	926	154
3772	116	926	65
283	114	4876	205
6312	146	1752	254
1329	56	6277	312
3791	1	5722	155
3656	146	750	322
1638	114	3577	35
4962	226	5892	217
5402	151	5954	348
928	98	3421	53
1586	99	2621	215
1168	199	3610	8
1168	141	6552	194
2253	69	5954	362
5745	40	632	149
3577	69	4898	73
80	69	1405	230
1157	218	5005	125
5262	69	3346	11
3528	114	4890	6
660	2	90	46
34	69	1363	236
5218	114	4890	48
1752	151	5328	307
5812	141	3793	215
2844	114	632	24
3577	218	1453	214
4962	218	4078	263
5594	146	1752	313
4653	114	3120	356
4828	69	4663	82
1635	16	3633	313
34	69	4898	138
5745	40	3543	134
391	114	6101	72
4370	69	4382	184
4809	147	926	283
6169	8	6681	46
6710	3	3791	137
749	218	2198	325
1623	151	5426	15
4210	142	579	164
1231	141	796	356
821	1	2463	177
674	114	1453	276
5745	146	749	353
5745	195	4962	139
6868	26	5414	38
3223	185	4713	271
628	69	1193	55
6788	185	5253	217
3821	35	5469	194
2916	2	4757	228
743	35	1638	243
4896	170	4035	152
5022	114	5275	24
6169	125	4126	191
5745	146	3942	130
776	114	3981	240
2352	69	2679	177
6635	151	926	266
4809	147	5745	184
6258	114	3543	251
5753	142	4371	123
776	125	1211	305
5251	56	3793	63
968	204	186	331
2821	218	209	300
5512	114	5138	35
2664	162	4131	15
4640	69	3767	289
255	65	5281	289
4023	69	6234	254
926	102	5745	312
5749	151	4713	22
376	151	4962	336
4813	56	3793	311
4637	114	1503	308
2686	114	4053	303
5469	114	1453	324
821	1	4890	21
2440	114	2161	43
2083	69	1157	57
6593	69	5522	203
2663	69	1456	337
3807	218	4809	55
3372	114	6885	251
2030	35	4495	310
4414	114	548	32
2027	141	3793	266
2198	141	4381	86
1395	114	6256	290
4962	146	2499	314
4797	18	4533	82
2998	195	5745	191
5590	151	6492	38
3807	69	5022	36
4962	69	917	222
3877	199	6295	231
3807	71	2679	312
2181	88	5287	103
4053	204	3709	68
4516	99	5962	137
2679	35	2663	337
3905	150	1168	96
3729	151	6130	203
6575	199	3488	153
6875	56	3793	328
389	100	5108	72
6980	69	2313	304
821	61	4764	183
1302	199	6245	126
6601	158	4713	105
1716	69	4899	356
557	114	5363	55
973	146	2679	58
1752	114	5745	140
2666	56	3606	212
5656	61	3793	303
978	35	6457	337
2844	141	4733	179
5745	1	5450	58
3689	88	5900	352
6749	35	3633	72
921	151	5754	211
2787	162	2830	292
4035	56	3968	168
6619	61	4073	30
7098	162	821	109
4314	56	2208	137
5005	141	3078	341
5469	69	2679	219
5832	158	4713	106
2663	218	3440	243
25	69	2663	289
3183	141	3793	17
2656	102	1168	100
6099	114	728	50
4898	151	6123	146
4764	33	3377	165
3767	151	254	259
4886	204	5005	314
4700	214	2183	297
4370	69	6635	220
5328	218	5754	114
2033	114	5450	214
3120	61	4713	258
2003	1	7066	329
4035	218	2198	307
3793	56	7077	248
5328	69	1752	160
5053	51	6295	361
6782	166	2710	208
3314	114	5179	279
6190	16	1570	19
2679	69	6782	345
2679	35	4177	336
3968	1	5745	141
292	114	5594	349
5559	1	6365	104
5450	80	4714	339
5812	1	5166	334
1874	102	632	210
3641	114	1168	299
6253	147	4962	6
5146	2	1477	274
5043	40	5522	324
6024	146	3577	13
3383	99	1582	66
2365	114	1168	316
3850	114	2710	214
2499	114	4459	215
2256	1	3793	113
5469	100	1673	185
445	69	1272	230
926	72	6561	83
4570	69	1752	323
6445	114	749	177
5120	56	5669	203
2365	114	1168	238
757	17	4764	32
4641	150	3484	299
6635	151	749	259
2415	199	3793	257
2663	147	2679	286
6954	141	3850	103
5148	1	3917	237
798	69	1752	160
5745	171	926	128
3854	31	3793	326
4637	1	6554	306
4036	69	2858	23
7112	1	4556	10
2248	61	6549	142
2148	146	3818	177
5265	204	4073	75
742	146	684	206
4419	141	3683	301
2663	69	4606	335
3896	40	5450	337
6598	203	3793	168
2679	218	5745	40
6365	69	4314	356
6782	8	2679	85
4809	1	5754	183
5294	114	4708	350
6635	146	3767	130
3793	116	1908	20
5892	114	4876	157
2626	162	5788	140
5933	114	5083	135
3637	218	6948	20
1708	125	1075	9
6554	69	4637	308
2365	56	2135	114
6365	35	5081	330
605	69	4762	119
2275	114	19	40
3793	1	3934	294
753	114	5745	15
1453	114	5469	272
4345	138	5892	163
3290	114	2686	79
926	146	5328	57
3120	158	4713	105
25	114	4962	79
5812	162	5166	44
4325	67	1870	71
6855	8	452	356
1460	114	3383	79
6628	199	906	64
4419	114	4398	15
4962	114	1638	130
3787	69	4023	111
5245	141	6882	340
3656	171	4962	151
4713	56	6348	134
338	99	4713	168
374	56	5754	280
3929	1	4713	336
3339	141	3793	223
3934	151	926	6
2663	35	3946	187
662	218	3440	41
1638	69	3807	292
5328	114	7024	219
2212	114	5456	279
6549	204	4764	48
4764	214	821	359
2132	162	3855	292
2679	125	2611	16
6782	69	3385	63
5745	146	25	98
5448	114	5632	204
632	151	4764	155
3855	35	6949	153
5897	162	3374	211
2027	141	3793	199
6365	69	3767	266
4073	124	5265	3
4809	146	1752	159
5973	69	1752	98
1211	69	6492	326
2502	56	3138	134
6635	35	3138	161
4713	56	1168	135
4962	171	917	336
3443	218	5522	130
4314	69	544	246
3905	16	4713	78
52	69	5189	61
4147	69	4012	199
504	151	6277	73
5251	165	3793	313
6233	145	4035	101
182	204	3231	27
3832	150	4035	187
3981	146	3934	321
2663	8	3577	66
4703	69	2744	57
2304	199	6190	40
5897	114	5621	285
3968	114	5745	161
6793	218	5745	320
4898	114	5892	217
5469	40	1453	323
325	199	4713	117
1182	146	4428	331
1752	56	4795	175
6885	209	6942	74
6272	114	5450	313
588	114	632	80
3787	147	3478	287
2116	146	5754	213
5745	102	926	313
450	99	4325	252
5237	199	5657	320
2679	195	186	273
2499	69	2295	61
5032	114	1150	132
1829	151	4962	79
3609	114	5897	308
6239	114	1453	130
6064	1	255	113
5745	13	4846	288
4219	80	1168	175
4896	26	4965	362
2679	114	5754	44
6200	185	3356	308
7098	61	757	188
2663	35	3556	19
5450	141	7093	175
4708	146	5745	20
4962	171	2352	359
430	210	3793	119
6891	56	6388	54
640	69	3195	299
2331	1	1167	81
926	146	5630	65
4193	151	3346	147
5053	203	6295	139
817	114	1168	314
4013	61	1453	175
4419	141	4398	35
283	114	4876	222
990	35	4846	111
6948	141	7080	124
1054	203	4419	306
5745	147	926	253
2768	114	2587	324
5017	151	3913	344
6770	114	1231	120
5598	99	6190	339
1586	162	3009	298
2679	125	749	172
4962	114	728	222
4700	147	926	312
6499	114	3014	240
4713	56	3223	210
3223	141	3120	273
6934	114	5897	112
5014	35	3770	22
560	69	6064	106
5561	114	1168	163
1632	102	926	313
2844	203	3973	75
3850	141	5808	265
5892	203	2591	274
552	218	4962	239
4962	40	1453	254
4713	56	1168	219
4419	114	3896	209
1017	102	5738	250
6957	114	4225	33
1505	114	5745	16
5834	16	1963	181
4764	175	821	73
2612	100	358	121
1977	203	4764	211
768	61	6597	55
6635	69	3767	289
2998	69	1036	15
5121	203	5387	183
5815	114	921	97
5017	56	1325	96
6643	61	3896	26
2627	69	5132	170
4697	138	5892	302
433	150	6082	345
2352	99	6948	230
2679	195	32	154
4697	138	5892	173
3404	141	4199	124
1901	114	1503	314
5479	69	2663	183
5237	150	1980	134
4148	102	926	241
6552	158	4713	355
2198	67	1453	363
6157	147	3793	166
4431	56	5281	5
5754	16	4809	302
3731	114	811	111
2369	151	353	118
5753	203	43	156
3793	199	6800	164
4648	204	450	52
401	151	2309	40
5328	114	4962	61
6554	1	1503	314
1958	185	3968	129
1126	35	2537	278
2365	114	817	330
5745	141	4992	239
6426	169	3120	195
692	182	1070	356
5745	151	2352	155
4896	40	5287	50
7062	1	5397	315
3821	147	5469	250
926	147	5754	147
5275	145	2686	41
145	141	821	170
4809	56	5745	175
3577	218	5745	46
3143	141	5822	293
1231	146	5892	18
3793	56	52	163
6782	199	2710	218
430	31	3793	261
4933	114	1586	267
5419	171	5162	275
1802	145	6509	282
4962	69	3807	166
3941	116	821	139
2133	203	946	153
5745	35	3968	168
4035	114	6628	121
3062	56	5612	250
5812	141	5166	309
338	114	6552	243
3559	56	821	357
2365	147	4713	135
5469	147	3821	192
2042	218	209	286
3934	114	181	135
3648	209	5450	306
5745	35	4809	326
5328	69	6782	207
5522	114	3603	83
1329	56	26	234
4713	56	1168	328
1524	37	2714	240
5328	69	1477	248
1638	35	3807	326
4613	69	3590	79
5745	69	632	138
2990	114	2009	294
4926	114	1167	238
2198	146	6365	55
920	56	3467	49
2663	114	4962	15
5796	218	1231	183
6619	61	4073	178
1588	61	5897	201
5522	146	312	2
728	151	6611	210
3793	199	2572	344
5754	35	4809	192
5745	56	5522	355
2679	125	6782	90
684	146	2352	108
7119	114	4288	148
5897	158	4207	141
6782	147	4038	264
6782	199	4962	263
2679	9	5892	165
3148	69	2396	173
6239	114	1460	243
2663	8	2679	362
2955	69	3633	125
4974	114	4510	91
2618	1	5901	214
1752	146	2174	352
978	151	2148	339
2537	146	2858	131
1752	147	2174	82
1399	69	6277	198
1879	114	6291	237
1727	151	1027	321
4718	150	3787	51
2679	69	2663	6
6143	69	1159	65
2890	145	1776	35
5812	203	5166	22
2519	218	926	276
7018	109	6601	152
4147	199	4962	338
3934	56	640	244
742	146	5745	71
7021	158	2268	206
7045	69	121	329
5754	217	4809	163
3767	114	4962	55
5237	114	5657	352
4809	146	1752	199
1244	114	1989	74
7072	56	2415	213
6552	158	4713	314
5328	35	4962	166
6312	69	1453	127
5669	56	5723	49
3968	40	632	71
4809	121	5754	84
5892	147	4962	317
4177	69	2663	337
4419	99	4398	97
4370	150	2499	191
3633	69	5522	99
1110	114	3670	332
3068	8	4786	112
2686	99	5275	24
4713	195	3929	166
6885	141	6529	331
582	69	2679	25
6480	195	4496	291
430	61	3793	257
121	56	4320	243
2905	99	2415	72
3423	99	2621	201
5627	195	153	336
6926	114	5005	224
1990	1	4764	12
4911	69	1752	150
2354	102	2257	194
6312	69	3138	191
25	17	5892	352
325	56	5561	300
5745	171	6360	30
5753	114	5594	344
371	8	2663	348
2135	1	817	280
789	114	79	337
1752	69	5819	316
4414	56	5114	6
3945	69	2256	24
3821	151	5745	300
1519	214	2116	138
4809	146	5328	45
4545	69	6378	236
2352	218	1453	164
2230	35	1752	285
5328	154	4439	50
6782	114	2710	228
3767	8	1453	265
5166	137	935	247
2026	141	5057	120
5430	114	3619	114
3176	214	4713	177
1638	69	2663	19
2082	20	5754	187
3807	71	2679	96
2858	151	5897	89
4073	80	5209	160
3723	114	1453	224
1752	114	1954	184
313	114	6954	40
544	151	1604	302
190	56	935	126
3818	218	4809	140
5792	114	4962	198
6782	114	3767	54
3934	56	3793	38
6073	99	1119	82
1916	35	5745	12
4419	141	4398	280
270	56	6948	40
1752	195	5745	158
5328	114	1752	316
1594	61	3404	331
3120	99	4713	175
5139	195	4382	197
2922	150	6554	301
5594	146	1752	321
5819	56	5709	329
2858	114	1503	215
5745	1	926	7
4553	56	4288	111
4809	35	5754	222
2679	218	6948	96
3934	35	3793	347
3929	114	2365	37
795	199	4713	64
926	150	5754	194
3656	46	4962	196
4846	9	5892	121
6254	125	6635	279
2710	199	6782	182
605	114	492	126
1168	142	4713	61
2618	168	345	84
5166	57	5590	324
235	114	4084	141
1876	69	3771	281
5745	69	1481	324
4314	114	1477	176
6436	114	5788	142
5745	25	2198	84
926	196	6561	220
2707	99	6529	21
5053	141	793	65
4219	53	2196	197
1752	69	5745	195
4191	3	4422	99
926	71	5745	319
5659	114	4018	317
3850	114	2710	191
6169	114	5745	347
4219	102	1453	24
3176	56	4713	348
5287	199	2710	63
6885	199	6942	71
5328	78	3633	79
926	214	3300	52
6350	69	4370	138
3793	56	1908	140
6750	114	5745	262
1677	69	32	113
3793	147	5901	56
5745	171	5594	174
4035	151	5522	364
1477	218	1711	258
2686	114	5275	48
3478	114	5897	356
774	26	3790	257
5745	1	926	89
5745	216	926	268
6342	151	1923	194
4126	35	4962	250
3630	114	2456	232
3776	142	5892	166
1901	114	1503	7
3737	62	4700	10
1882	114	6044	74
2077	47	4127	244
5726	218	1231	250
6554	1	1126	267
1993	114	3968	70
4344	114	4809	55
4713	56	3223	43
714	141	5873	122
901	114	4419	28
740	114	1632	161
25	69	5954	155
1752	151	749	156
984	151	5192	108
5745	124	92	129
5132	69	148	103
88	114	1453	332
817	69	1489	167
4036	147	3855	34
4962	69	4846	162
926	147	5745	323
4553	204	5319	309
4014	1	4713	285
2415	133	3793	304
4962	171	5892	6
33	114	1477	330
6312	69	3138	166
6145	146	3314	328
2686	1	5275	23
4653	69	876	341
2160	56	4122	58
2365	114	1168	54
926	56	5754	288
2033	114	3683	18
1638	35	2679	288
2679	35	1638	32
4809	35	926	174
1321	218	4001	83
3850	162	3824	359
6231	12	5637	237
4809	1	890	111
2679	71	2663	346
4701	99	3242	349
4962	141	3215	154
2328	185	4078	324
5148	114	3067	235
821	56	2190	358
917	69	4962	222
4713	56	3641	111
5745	25	4962	327
5288	218	4962	47
2198	141	4302	75
2212	203	2681	57
326	175	6885	244
2415	168	1908	140
2631	37	6529	213
1844	218	6628	55
2663	8	5479	226
6480	114	3968	165
3905	56	3223	135
3883	136	2840	118
3861	150	6190	212
4962	35	5450	29
5709	16	926	271
5541	56	6295	313
5669	199	3014	307
4519	114	1157	276
6749	146	1211	254
582	114	2256	73
2116	69	3819	242
2506	69	1067	120
4809	69	926	151
5892	146	1638	263
5414	40	4962	293
3022	114	6772	105
2679	114	4962	173
5978	1	4700	325
1642	114	2135	251
2663	114	1137	281
4757	16	2257	126
1632	147	3440	174
6099	35	4962	107
3215	69	113	188
2323	19	714	160
3577	71	2663	64
2500	114	300	72
4713	199	1168	267
4701	158	4127	243
2971	61	5705	118
3186	150	756	300
684	199	2499	176
2012	173	7024	223
1168	56	3223	339
1260	141	6332	19
2727	17	5005	23
4809	35	5754	265
6312	35	88	253
7089	151	3238	71
1752	71	5745	201
2198	125	4962	253
1255	114	2198	268
2584	114	3383	333
5328	151	3383	95
1638	114	4962	235
811	69	1489	72
4898	125	3775	177
5745	35	1752	349
5328	199	6782	68
1712	69	2679	175
5957	114	2707	352
3793	61	3619	8
3237	69	4035	258
6885	116	2710	200
270	14	7029	268
5328	35	5005	48
5901	199	52	286
3139	69	4826	287
3819	146	3974	202
3120	162	4883	138
4021	114	351	325
1477	185	3807	48
632	146	5328	44
4010	56	6717	105
749	69	6290	265
4896	114	4809	191
5469	69	5262	178
5892	114	4697	280
4962	146	3807	77
1815	151	5328	342
6782	114	2710	193
4414	111	548	77
4541	165	867	140
6190	57	2149	8
5175	173	1231	119
7046	124	5888	112
3905	199	4713	13
4715	56	5057	70
2396	218	5745	229
5812	56	6262	348
942	61	4713	176
5901	56	3793	335
5469	56	4051	170
2679	35	2352	170
5166	61	5900	205
6311	114	4962	126
798	69	3026	72
1586	114	3230	2
3648	114	5745	201
3765	217	6885	266
1144	37	5676	181
4977	69	6043	234
4713	57	1168	29
5450	57	5745	129
4809	114	5754	76
6552	56	4713	308
5348	138	5892	311
4809	147	5745	203
5612	56	3793	110
5285	61	1908	317
4428	35	3767	180
4757	99	4701	360
4809	147	5745	315
3942	146	7122	160
4619	114	389	350
5590	114	1560	326
6782	56	2679	202
5999	114	7087	162
3440	146	2679	119
4809	171	5754	2
6943	150	1963	64
3793	1	4659	269
6814	146	1481	335
1638	114	1453	343
749	35	1826	327
2190	114	3484	267
6750	103	4795	1
1638	35	2679	311
1980	114	452	282
6628	146	4160	117
2603	16	4962	5
2198	69	4962	167
5745	146	3821	293
283	114	5892	174
4354	218	5522	283
6483	199	3346	124
6114	114	6948	99
2208	204	4898	63
1168	114	5219	237
5745	176	926	356
4419	141	5207	96
5812	203	5166	280
4870	114	4962	13
5083	125	5897	336
1878	69	4883	330
373	61	1870	64
3793	214	5268	315
200	35	3633	275
6381	19	3383	84
2198	146	749	327
3383	106	1453	94
6597	114	4827	330
6885	171	4962	165
6643	61	3896	100
3366	40	6958	209
5328	72	4962	59
6879	203	4570	238
2621	199	3423	324
6197	40	5166	236
4703	150	6554	292
2030	114	4439	232
1726	61	1477	252
2120	69	6984	132
1157	151	5782	266
3942	114	5414	182
3905	203	352	292
3981	146	1752	351
3968	69	6561	242
1262	114	5364	98
3014	63	5669	65
5287	56	4219	167
2198	171	1399	143
3223	141	4713	104
4419	203	5207	207
5939	69	2663	250
1076	114	2429	278
5745	151	3577	44
2365	114	1168	159
817	1	4713	279
5169	114	993	41
6561	151	5745	178
6830	114	4332	133
5005	146	7046	4
2679	218	2352	252
4370	114	5892	13
5754	1	4846	220
2679	114	5522	351
104	218	4962	322
4809	171	5745	146
4207	114	1503	99
6233	204	6090	284
4846	185	3383	345
5328	146	6782	61
6885	141	6529	25
3955	147	3633	342
208	99	2695	111
1232	61	450	280
3793	1	430	225
1503	56	3399	163
2499	114	5892	6
5328	56	5469	189
3807	114	4962	70
4809	199	5754	106
4153	214	2587	91
270	114	3819	267
3540	61	6954	183
5745	146	3821	303
926	147	4035	29
6241	114	1168	238
1477	185	1167	310
270	114	5745	197
3807	125	6275	8
3770	16	5669	301
3120	99	811	202
5745	21	926	197
589	171	5522	147
926	125	5745	74
2415	203	3793	28
6197	33	1560	245
2858	218	2537	131
6010	69	1297	111
6547	56	4713	251
25	40	926	267
2386	199	6485	273
2858	35	2537	133
6958	195	1477	84
705	114	4962	64
5590	114	5812	231
5754	217	4809	257
5897	162	6554	271
4762	69	3767	124
4697	61	5892	14
1551	203	821	230
1430	35	209	221
